TransactionID,CustomerID,ProductID,Quantity,Price,TransactionDate
T02236,C1676,P299,6,338.95,2025-01-04
T02237,C1621,P207,6,170.32,2025-01-25
T02238,C1842,P172,7,222.41,2025-04-11
T02239,C1695,P341,5,320.18,2025-02-16
T02240,C1877,P353,9,246.35,2025-02-07
T02241,C1957,P537,7,51.96,2025-01-20
T02242,C1563,P184,9,209.76,2025-03-25
T02243,C1346,P365,5,419.65,2025-06-20
T02244,C1463,P112,4,174.85,2025-03-28
T02245,C1431,P554,3,163.07,2025-05-10
T02246,C1154,P363,2,393.02,2025-01-09
T02247,C1750,P567,6,195.12,2025-05-07
T02248,C1389,P285,4,203.03,2025-01-27
T02249,C1342,P193,10,164.27,2025-02-16
T02250,C1244,P505,4,285.75,2025-01-07
T02251,C1936,P230,2,288.25,2025-06-13
T02252,C1629,P332,2,443.56,2025-02-06
T02253,C1695,P217,9,419.61,2025-02-04
T02254,C1587,P325,4,122.08,2025-01-20
T02255,C1316,P277,4,458.64,2025-06-17
T02256,C1012,P296,6,92.37,2025-06-26
T02257,C1576,P507,5,275.54,2025-03-05
T02258,C1368,P121,8,24.16,2025-06-02
T02259,C1527,P517,2,440.59,2025-01-13
T02260,C1166,P335,9,429.56,2025-02-21
T02261,C1971,P308,6,229.21,2025-05-17
T02262,C1200,P332,2,402.62,2025-02-04
T02263,C1094,P290,6,442.97,2025-03-05
T02264,C1651,P585,7,219.8,2025-05-07
T02265,C1326,P249,4,141.97,2025-02-04
T02266,C1533,P227,1,249.3,2025-04-10
T02267,C1976,P254,3,496.81,2025-02-24
T02268,C1012,P236,8,101.04,2025-06-10
T02269,C1816,P401,9,235.59,2025-02-01
T02270,C1964,P599,5,263.99,2025-02-22
T02271,C1266,P397,4,384.99,2025-04-10
T02272,C1164,P436,8,310.0,2025-01-17
T02273,C1202,P350,5,341.24,2025-04-20
T02274,C1571,P269,8,257.76,2025-01-03
T02275,C1370,P514,5,231.24,2025-02-06
T02276,C1929,P372,6,237.35,2025-06-02
T02277,C1112,P594,5,126.27,2025-03-01
T02278,C1072,P275,8,322.57,2025-01-19
T02279,C1530,P486,2,223.95,2025-03-13
T02280,C1666,P459,4,363.06,2025-06-10
T02281,C1451,P462,10,381.06,2025-04-05
T02282,C1696,P322,10,222.76,2025-04-28
T02283,C1714,P139,9,101.44,2025-01-01
T02284,C1462,P519,3,91.11,2025-02-01
T02285,C1314,P308,3,485.65,2025-05-22
T02286,C1643,P297,7,350.72,2025-04-13
T02287,C1624,P256,7,469.11,2025-03-19
T02288,C1186,P594,8,289.03,2025-02-03
T02289,C1396,P353,9,236.52,2025-05-22
T02290,C1062,P195,6,11.81,2025-04-21
T02291,C1887,P321,5,115.15,2025-01-01
T02292,C1571,P213,8,287.72,2025-01-11
T02293,C1721,P372,6,221.41,2025-03-27
T02294,C1900,P476,6,119.85,2025-03-07
T02295,C1295,P303,9,380.59,2025-02-09
T02296,C1785,P580,6,375.55,2025-03-11
T02297,C1033,P493,4,161.05,2025-01-30
T02298,C1433,P535,8,339.45,2025-06-18
T02299,C1594,P104,6,450.81,2025-05-14
T02300,C1433,P389,1,399.23,2025-03-21
T02301,C1515,P533,9,173.25,2025-04-09
T02302,C1209,P183,7,126.29,2025-01-17
T02303,C1988,P134,1,169.52,2025-01-21
T02304,C1369,P177,2,298.44,2025-06-23
T02305,C1339,P106,4,162.09,2025-02-18
T02306,C1389,P399,6,25.26,2025-06-21
T02307,C1639,P327,4,21.78,2025-04-01
T02308,C1452,P293,7,70.52,2025-06-21
T02309,C1385,P411,9,95.09,2025-04-28
T02310,C1874,P553,2,304.68,2025-04-11
T02311,C1652,P426,1,40.49,2025-02-05
T02312,C1568,P498,6,422.5,2025-06-22
T02313,C1773,P134,10,119.81,2025-02-23
T02314,C1953,P597,4,61.79,2025-01-04
T02315,C1397,P482,10,74.38,2025-03-07
T02316,C1177,P255,4,163.95,2025-01-10
T02317,C1910,P377,1,20.54,2025-05-05
T02318,C1468,P328,1,412.41,2025-05-28
T02319,C1994,P372,4,136.29,2025-04-25
T02320,C1561,P305,8,58.13,2025-06-21
T02321,C1339,P210,10,390.14,2025-03-04
T02322,C1062,P519,5,70.62,2025-01-03
T02323,C1272,P549,8,205.53,2025-03-20
T02324,C1610,P244,2,207.25,2025-03-29
T02325,C1515,P268,8,365.51,2025-05-14
T02326,C1332,P373,8,318.98,2025-03-17
T02327,C1636,P400,5,60.53,2025-05-04
T02328,C1874,P416,8,440.04,2025-02-23
T02329,C1368,P582,4,356.76,2025-04-17
T02330,C1295,P498,6,449.29,2025-05-08
T02331,C1864,P590,2,401.21,2025-03-15
T02332,C1357,P215,10,277.08,2025-05-13
T02333,C1247,P189,9,156.82,2025-06-22
T02334,C1216,P394,7,265.85,2025-01-18
T02335,C1186,P550,8,265.75,2025-02-08
T02336,C1130,P298,9,285.25,2025-02-03
T02337,C1035,P179,3,31.73,2025-03-06
T02338,C1435,P335,4,71.58,2025-01-15
T02339,C1635,P370,2,392.33,2025-04-16
T02340,C1998,P267,5,405.8,2025-04-28
T02341,C1748,P551,5,103.2,2025-04-29
T02342,C1319,P309,1,340.81,2025-01-09
T02343,C1274,P223,4,460.16,2025-02-01
T02344,C1802,P283,1,262.09,2025-01-19
T02345,C1023,P113,2,444.59,2025-02-05
T02346,C1685,P114,6,155.64,2025-03-18
T02347,C1764,P529,6,190.83,2025-06-11
T02348,C1200,P564,10,292.93,2025-04-25
T02349,C1869,P147,3,364.47,2025-06-15
T02350,C1051,P541,10,449.66,2025-04-08
T02351,C1905,P175,7,425.16,2025-03-14
T02352,C1832,P111,10,250.08,2025-06-27
T02353,C1482,P599,10,446.19,2025-03-05
T02354,C1517,P402,3,31.93,2025-04-16
T02355,C1125,P486,2,372.57,2025-06-25
T02356,C1618,P584,4,100.95,2025-04-14
T02357,C1005,P194,9,328.74,2025-02-10
T02358,C1468,P402,5,105.2,2025-04-09
T02359,C1366,P393,5,200.56,2025-03-28
T02360,C1429,P147,2,144.38,2025-04-23
T02361,C1135,P335,3,73.53,2025-01-29
T02362,C1364,P355,2,76.53,2025-05-15
T02363,C1525,P326,3,121.01,2025-01-15
T02364,C1372,P118,9,65.24,2025-01-27
T02365,C1751,P277,9,183.71,2025-05-08
T02366,C1160,P462,2,398.26,2025-01-26
T02367,C1880,P593,2,494.4,2025-06-27
T02368,C1828,P152,2,92.35,2025-04-27
T02369,C1561,P406,4,16.66,2025-06-01
T02370,C1108,P309,1,363.55,2025-02-03
T02371,C1011,P350,1,153.15,2025-04-19
T02372,C1794,P356,7,260.67,2025-06-09
T02373,C1634,P199,1,220.16,2025-03-31
T02374,C1179,P260,6,489.65,2025-01-18
T02375,C1883,P108,2,259.27,2025-06-19
T02376,C1894,P324,6,184.27,2025-02-15
T02377,C1757,P137,6,213.49,2025-04-08
T02378,C1428,P166,7,317.84,2025-03-18
T02379,C1751,P391,6,234.96,2025-01-10
T02380,C1875,P526,9,129.08,2025-04-20
T02381,C1716,P505,8,275.26,2025-04-05
T02382,C1873,P465,9,48.53,2025-03-18
T02383,C1697,P522,9,374.55,2025-04-09
T02384,C1172,P163,8,142.03,2025-04-28
T02385,C1208,P234,4,478.91,2025-01-03
T02386,C1222,P501,3,181.14,2025-01-15
T02387,C1326,P559,5,176.3,2025-03-30
T02388,C1649,P563,2,450.35,2025-01-19
T02389,C1201,P388,5,296.16,2025-01-31
T02390,C1171,P569,8,170.59,2025-03-01
T02391,C1722,P441,6,155.28,2025-01-23
T02392,C1123,P158,7,159.27,2025-03-27
T02393,C1604,P256,10,372.08,2025-03-03
T02394,C1883,P248,10,184.8,2025-04-10
T02395,C1947,P306,2,471.22,2025-03-24
T02396,C1123,P229,2,495.1,2025-06-04
T02397,C1311,P296,8,339.6,2025-06-16
T02398,C1163,P534,2,458.59,2025-04-27
T02399,C1142,P290,9,184.64,2025-06-29
T02400,C1482,P496,8,164.49,2025-03-14
T02401,C1692,P578,3,126.02,2025-04-25
T02402,C1248,P460,4,94.96,2025-05-31
T02403,C1895,P470,7,378.26,2025-04-21
T02404,C1830,P300,10,468.96,2025-01-15
T02405,C1533,P300,3,66.51,2025-03-24
T02406,C1133,P169,2,379.61,2025-06-21
T02407,C1817,P493,7,410.05,2025-04-20
T02408,C1550,P201,1,348.88,2025-05-30
T02409,C1388,P324,6,108.78,2025-05-29
T02410,C1723,P509,7,22.04,2025-05-11
T02411,C1919,P471,10,200.93,2025-03-04
T02412,C1267,P342,9,494.12,2025-06-29
T02413,C1114,P551,10,301.11,2025-02-11
T02414,C1508,P526,5,275.9,2025-05-18
T02415,C1719,P163,6,280.25,2025-06-11
T02416,C1761,P282,1,451.32,2025-03-01
T02417,C1741,P259,4,475.57,2025-01-06
T02418,C1650,P310,6,434.73,2025-06-07
T02419,C1704,P162,5,199.61,2025-05-23
T02420,C1379,P139,7,251.88,2025-02-23
T02421,C1607,P341,10,397.25,2025-04-28
T02422,C1845,P198,6,140.73,2025-01-10
T02423,C1210,P552,4,267.4,2025-05-22
T02424,C1613,P224,9,13.36,2025-03-25
T02425,C1135,P126,6,468.64,2025-05-26
T02426,C1151,P436,7,392.57,2025-06-12
T02427,C1081,P371,6,437.97,2025-06-16
T02428,C1487,P360,1,244.37,2025-06-13
T02429,C1664,P540,4,56.61,2025-03-30
T02430,C1800,P431,7,338.94,2025-05-25
T02431,C1543,P337,4,482.53,2025-05-30
T02432,C1660,P118,6,127.13,2025-02-10
T02433,C1423,P253,2,145.84,2025-03-29
T02434,C1196,P550,10,11.45,2025-06-28
T02435,C1026,P536,3,380.32,2025-06-10
T02436,C1322,P340,7,234.25,2025-05-30
T02437,C1174,P140,10,98.41,2025-04-29
T02438,C1023,P428,5,463.44,2025-06-14
T02439,C1728,P161,9,254.4,2025-02-26
T02440,C1585,P360,10,226.9,2025-02-26
T02441,C1857,P549,6,454.49,2025-03-10
T02442,C1210,P170,4,414.02,2025-02-24
T02443,C1546,P585,5,262.37,2025-02-24
T02444,C1332,P265,5,470.54,2025-03-12
T02445,C1799,P461,5,119.8,2025-03-12
T02446,C1572,P122,5,202.62,2025-05-13
T02447,C1412,P440,1,398.97,2025-04-30
T02448,C1020,P274,8,305.61,2025-04-10
T02449,C1570,P309,7,441.24,2025-04-10
T02450,C1903,P511,4,499.74,2025-04-26
T02451,C1590,P238,6,304.47,2025-04-09
T02452,C1954,P430,4,257.82,2025-05-16
T02453,C1750,P404,3,324.28,2025-02-09
T02454,C1573,P569,10,12.67,2025-02-17
T02455,C1925,P347,6,464.58,2025-05-12
T02456,C1445,P145,4,378.01,2025-03-30
T02457,C1756,P276,8,488.91,2025-05-14
T02458,C1216,P317,1,415.08,2025-04-18
T02459,C1271,P457,5,230.52,2025-02-10
T02460,C1307,P214,9,98.38,2025-02-20
T02461,C1274,P569,3,371.24,2025-03-01
T02462,C1619,P335,1,240.22,2025-04-14
T02463,C1178,P243,3,80.37,2025-04-12
T02464,C1432,P403,3,325.32,2025-04-01
T02465,C1357,P550,9,366.95,2025-06-24
T02466,C1141,P273,9,448.26,2025-04-10
T02467,C1008,P133,7,264.26,2025-01-20
T02468,C1799,P460,9,256.4,2025-05-11
T02469,C1787,P249,2,14.08,2025-01-22
T02470,C1794,P282,5,320.96,2025-02-13
T02471,C1692,P122,4,77.01,2025-05-27
T02472,C1090,P478,6,180.84,2025-06-23
T02473,C1474,P502,1,110.25,2025-04-28
T02474,C1858,P575,7,485.95,2025-01-01
T02475,C1417,P550,6,117.06,2025-02-18
T02476,C1500,P334,8,473.0,2025-05-18
T02477,C1968,P446,1,201.39,2025-02-28
T02478,C1047,P280,1,57.01,2025-05-19
T02479,C1673,P292,10,402.87,2025-06-17
T02480,C1185,P563,10,230.97,2025-02-10
T02481,C1470,P592,4,406.89,2025-01-06
T02482,C1016,P523,3,282.0,2025-03-27
T02483,C1042,P522,4,259.24,2025-01-21
T02484,C1203,P163,9,461.17,2025-04-03
T02485,C1126,P478,8,405.22,2025-01-02
T02486,C1900,P480,10,81.77,2025-05-22
T02487,C1593,P134,8,364.43,2025-03-15
T02488,C1563,P229,9,137.89,2025-01-18
T02489,C1447,P148,2,396.41,2025-06-25
T02490,C1518,P516,2,173.92,2025-04-22
T02491,C1605,P577,2,252.81,2025-04-06
T02492,C1814,P177,4,344.94,2025-04-18
T02493,C1051,P124,7,199.84,2025-06-18
T02494,C1441,P289,4,16.05,2025-05-28
T02495,C1673,P108,3,29.72,2025-01-07
T02496,C1343,P440,10,31.25,2025-04-19
T02497,C1200,P594,9,441.4,2025-02-28
T02498,C1713,P409,10,185.96,2025-06-14
T02499,C1191,P369,8,41.61,2025-04-23
T02500,C1752,P122,8,464.62,2025-05-28
T02501,C1039,P157,3,64.21,2025-01-22
T02502,C1716,P206,4,38.69,2025-04-25
T02503,C1065,P209,7,315.72,2025-05-06
T02504,C1506,P246,6,298.78,2025-04-13
T02505,C1327,P144,10,381.61,2025-02-13
T02506,C1497,P312,3,494.49,2025-03-02
T02507,C1222,P590,4,441.78,2025-06-03
T02508,C1705,P394,6,378.16,2025-06-14
T02509,C1661,P115,2,39.67,2025-06-28
T02510,C1617,P448,3,198.66,2025-03-27
T02511,C1111,P372,3,239.16,2025-03-13
T02512,C1262,P289,4,334.12,2025-05-29
T02513,C1814,P237,5,67.73,2025-03-15
T02514,C1946,P227,7,408.72,2025-06-09
T02515,C1667,P341,9,248.59,2025-05-01
T02516,C1143,P227,4,397.58,2025-05-15
T02517,C1092,P283,2,411.37,2025-05-22
T02518,C1973,P101,10,461.35,2025-02-27
T02519,C1785,P404,10,219.83,2025-05-25
T02520,C1980,P293,9,183.57,2025-03-04
T02521,C1915,P246,2,440.38,2025-02-16
T02522,C1796,P390,4,433.04,2025-06-21
T02523,C1519,P253,10,187.5,2025-05-25
T02524,C1070,P444,3,475.52,2025-02-26
T02525,C1549,P495,5,322.72,2025-01-06
T02526,C1095,P279,8,126.14,2025-01-09
T02527,C1709,P461,6,428.56,2025-01-01
T02528,C1507,P198,2,148.64,2025-02-26
T02529,C1166,P106,6,11.04,2025-04-02
T02530,C1023,P168,2,319.25,2025-02-17
T02531,C1164,P496,9,325.41,2025-02-17
T02532,C1965,P315,1,243.63,2025-03-08
T02533,C1911,P247,10,222.49,2025-03-30
T02534,C1925,P429,5,38.71,2025-06-03
T02535,C1095,P220,10,290.9,2025-02-05
T02536,C1315,P594,3,332.44,2025-05-21
T02537,C1223,P153,9,163.88,2025-03-12
T02538,C1724,P235,1,100.63,2025-02-14
T02539,C1715,P355,9,81.79,2025-04-30
T02540,C1744,P160,5,55.44,2025-05-23
T02541,C1308,P532,4,327.3,2025-06-29
T02542,C1543,P298,5,104.63,2025-06-13
T02543,C1163,P451,5,497.39,2025-06-23
T02544,C1622,P353,5,354.98,2025-05-29
T02545,C1582,P224,6,264.34,2025-05-18
T02546,C1321,P267,8,271.87,2025-04-13
T02547,C1132,P285,10,89.92,2025-04-22
T02548,C1064,P475,5,342.78,2025-03-08
T02549,C1898,P126,8,180.03,2025-03-13
T02550,C1328,P123,10,286.49,2025-02-24
T02551,C1208,P268,7,364.54,2025-02-24
T02552,C1654,P252,7,10.53,2025-01-25
T02553,C1532,P513,9,309.9,2025-03-30
T02554,C1847,P442,3,183.58,2025-05-27
T02555,C1661,P258,1,161.97,2025-05-06
T02556,C1053,P145,6,104.19,2025-02-11
T02557,C1396,P131,6,378.4,2025-04-19
T02558,C1636,P334,10,234.87,2025-03-01
T02559,C1510,P595,6,487.29,2025-06-29
T02560,C1120,P499,5,190.8,2025-01-30
T02561,C1847,P435,2,365.08,2025-05-06
T02562,C1640,P144,1,346.22,2025-03-29
T02563,C1803,P391,2,180.47,2025-06-09
T02564,C1671,P258,7,426.09,2025-02-06
T02565,C1981,P554,8,256.39,2025-01-04
T02566,C1369,P280,6,74.4,2025-06-20
T02567,C1269,P428,2,376.45,2025-01-04
T02568,C1124,P331,1,169.46,2025-06-14
T02569,C1430,P221,7,155.23,2025-04-17
T02570,C1124,P294,4,119.75,2025-06-03
T02571,C1490,P373,6,298.75,2025-02-04
T02572,C1160,P202,1,282.12,2025-01-29
T02573,C1077,P425,4,129.03,2025-03-30
T02574,C1286,P162,4,494.93,2025-04-03
T02575,C1653,P585,7,343.26,2025-01-04
T02576,C1830,P155,6,333.38,2025-04-08
T02577,C1495,P314,2,155.81,2025-05-09
T02578,C1617,P336,1,331.83,2025-04-23
T02579,C1584,P199,4,14.67,2025-05-12
T02580,C1717,P434,9,272.39,2025-06-11
T02581,C1281,P310,3,422.81,2025-05-27
T02582,C1889,P268,6,25.58,2025-06-10
T02583,C1596,P413,5,437.63,2025-01-15
T02584,C1403,P595,6,414.84,2025-06-25
T02585,C1612,P119,9,428.26,2025-06-05
T02586,C1510,P511,9,389.76,2025-05-25
T02587,C1559,P423,2,210.22,2025-02-13
T02588,C1589,P247,8,188.96,2025-06-18
T02589,C1483,P140,3,186.23,2025-02-06
T02590,C1451,P117,5,498.61,2025-06-09
T02591,C1106,P549,9,121.57,2025-04-22
T02592,C1918,P313,9,405.47,2025-03-02
T02593,C1901,P335,2,183.19,2025-02-12
T02594,C1241,P155,10,212.82,2025-06-18
T02595,C1004,P194,4,294.63,2025-03-18
T02596,C1467,P377,2,345.07,2025-01-15
T02597,C1150,P320,5,185.48,2025-06-14
T02598,C1675,P359,8,379.19,2025-05-09
T02599,C1066,P390,7,481.57,2025-06-24
T02600,C1603,P123,10,405.8,2025-06-18
T02601,C1737,P165,7,157.46,2025-03-07
T02602,C1771,P449,1,357.4,2025-03-03
T02603,C1120,P225,4,251.04,2025-05-16
T02604,C1578,P134,4,311.21,2025-05-23
T02605,C1035,P203,4,499.38,2025-01-03
T02606,C1915,P415,2,184.86,2025-01-23
T02607,C1550,P301,7,53.58,2025-04-07
T02608,C1788,P110,9,425.14,2025-01-29
T02609,C1677,P147,10,377.77,2025-03-05
T02610,C1780,P204,5,422.43,2025-03-09
T02611,C1663,P164,5,268.58,2025-06-06
T02612,C1366,P224,9,308.79,2025-04-06
T02613,C1596,P151,8,365.44,2025-01-06
T02614,C1677,P475,7,489.88,2025-02-22
T02615,C1967,P235,1,291.8,2025-01-19
T02616,C1707,P396,6,103.15,2025-06-12
T02617,C1217,P587,4,45.87,2025-05-04
T02618,C1049,P488,5,301.34,2025-01-27
T02619,C1992,P463,1,272.54,2025-06-03
T02620,C1526,P135,1,310.94,2025-03-28
T02621,C1527,P115,5,101.56,2025-04-14
T02622,C1498,P575,1,290.53,2025-03-08
T02623,C1332,P165,4,482.1,2025-01-21
T02624,C1122,P571,3,140.68,2025-02-11
T02625,C1664,P277,6,406.72,2025-05-12
T02626,C1604,P148,10,249.24,2025-02-28
T02627,C1960,P411,2,26.17,2025-01-21
T02628,C1104,P448,7,180.5,2025-05-17
T02629,C1821,P257,6,157.88,2025-03-26
T02630,C1518,P574,3,382.81,2025-03-08
T02631,C1754,P483,4,408.5,2025-05-28
T02632,C1328,P357,10,268.27,2025-05-01
T02633,C1363,P204,5,88.53,2025-03-13
T02634,C1491,P220,9,178.23,2025-05-26
T02635,C1971,P587,9,302.3,2025-05-06
T02636,C1154,P337,6,334.76,2025-03-21
T02637,C1032,P514,10,172.79,2025-05-26
T02638,C1957,P348,3,287.69,2025-04-16
T02639,C1515,P114,8,120.06,2025-04-21
T02640,C1548,P348,10,407.9,2025-03-03
T02641,C1386,P498,6,290.43,2025-06-28
T02642,C1446,P447,9,372.52,2025-05-22
T02643,C1668,P108,1,399.63,2025-06-14
T02644,C1328,P510,4,492.22,2025-04-29
T02645,C1808,P454,9,28.44,2025-02-01
T02646,C1770,P256,1,398.68,2025-05-08
T02647,C1559,P219,7,249.02,2025-03-20
T02648,C1784,P244,4,352.37,2025-02-02
T02649,C1746,P266,2,392.37,2025-06-29
T02650,C1688,P304,8,90.97,2025-06-12
T02651,C1117,P298,3,482.46,2025-03-19
T02652,C1220,P112,5,488.02,2025-06-06
T02653,C1997,P502,3,315.18,2025-01-31
T02654,C1963,P408,1,273.12,2025-01-12
T02655,C1690,P362,9,187.92,2025-05-25
T02656,C1894,P432,5,331.68,2025-06-21
T02657,C1461,P317,3,449.47,2025-03-16
T02658,C1311,P208,10,474.31,2025-04-16
T02659,C1013,P516,7,402.11,2025-01-15
T02660,C1088,P533,8,229.91,2025-03-21
T02661,C1054,P534,7,80.9,2025-04-15
T02662,C1486,P594,3,233.55,2025-05-22
T02663,C1985,P408,10,445.04,2025-06-28
T02664,C1441,P366,9,338.42,2025-01-26
T02665,C1769,P168,10,363.1,2025-01-29
T02666,C1675,P348,3,192.34,2025-06-05
T02667,C1252,P172,9,221.43,2025-05-11
T02668,C1814,P596,4,20.11,2025-02-16
T02669,C1728,P573,4,74.09,2025-02-27
T02670,C1729,P259,5,75.56,2025-02-09
T02671,C1526,P477,1,141.85,2025-05-05
T02672,C1791,P589,4,67.42,2025-02-16
T02673,C1080,P583,8,266.5,2025-04-17
T02674,C1867,P179,7,338.11,2025-01-27
T02675,C1364,P545,10,359.16,2025-05-24
T02676,C1239,P195,3,319.02,2025-02-21
T02677,C1968,P120,9,346.64,2025-05-21
T02678,C1394,P245,8,121.0,2025-05-09
T02679,C1411,P157,8,408.98,2025-01-17
T02680,C1400,P520,6,190.31,2025-02-13
T02681,C1001,P327,2,125.44,2025-05-26
T02682,C1719,P178,1,442.72,2025-02-19
T02683,C1195,P156,10,356.21,2025-05-21
T02684,C1585,P145,5,188.66,2025-01-21
T02685,C1055,P289,9,246.46,2025-01-14
T02686,C1436,P420,3,357.42,2025-02-05
T02687,C1234,P520,5,24.71,2025-04-09
T02688,C1632,P116,9,123.15,2025-05-13
T02689,C1589,P530,10,391.32,2025-03-13
T02690,C1873,P547,6,326.71,2025-01-07
T02691,C1726,P439,2,224.23,2025-05-29
T02692,C1348,P305,8,186.52,2025-06-23
T02693,C1756,P275,8,362.15,2025-01-20
T02694,C1294,P272,10,73.96,2025-05-22
T02695,C1371,P318,7,243.33,2025-04-07
T02696,C1350,P540,9,495.96,2025-03-07
T02697,C1753,P544,9,38.27,2025-04-28
T02698,C1111,P291,7,146.56,2025-02-06
T02699,C1942,P226,4,156.44,2025-03-15
T02700,C1796,P278,8,456.35,2025-05-25
T02701,C1332,P286,3,339.97,2025-01-14
T02702,C1409,P105,6,162.24,2025-05-21
T02703,C1891,P579,8,52.52,2025-06-29
T02704,C1463,P116,6,390.15,2025-06-05
T02705,C1991,P145,6,485.36,2025-03-17
T02706,C1043,P216,7,389.79,2025-03-09
T02707,C1804,P266,1,417.75,2025-03-27
T02708,C1040,P209,7,230.75,2025-05-05
T02709,C1348,P165,3,40.05,2025-06-03
T02710,C1777,P376,6,262.31,2025-06-03
T02711,C1806,P237,9,43.72,2025-01-04
T02712,C1560,P433,1,48.57,2025-03-07
T02713,C1050,P301,10,191.19,2025-03-16
T02714,C1213,P514,10,205.4,2025-01-09
T02715,C1370,P394,3,455.93,2025-06-25
T02716,C1555,P449,9,468.13,2025-03-16
T02717,C1146,P553,9,469.89,2025-02-07
T02718,C1952,P104,7,384.89,2025-06-08
T02719,C1530,P294,5,41.63,2025-02-21
T02720,C1596,P541,5,64.32,2025-01-16
T02721,C1603,P372,3,398.43,2025-05-06
T02722,C1686,P116,4,457.1,2025-03-24
T02723,C1204,P130,8,314.39,2025-06-11
T02724,C1015,P203,8,313.92,2025-06-26
T02725,C1698,P441,7,133.57,2025-04-15
T02726,C1986,P197,5,301.12,2025-03-16
T02727,C1800,P333,4,82.79,2025-03-15
T02728,C1455,P393,9,70.77,2025-01-25
T02729,C1142,P262,1,421.88,2025-01-24
T02730,C1738,P546,7,164.25,2025-01-29
T02731,C1480,P377,1,194.16,2025-05-24
T02732,C1432,P367,2,49.41,2025-01-23
T02733,C1786,P308,8,274.08,2025-04-12
T02734,C1024,P248,5,107.06,2025-03-05
T02735,C1071,P462,4,384.15,2025-06-20
T02736,C1155,P384,4,355.07,2025-03-17
T02737,C1573,P109,5,382.81,2025-05-24
T02738,C1990,P450,9,323.7,2025-03-24
T02739,C1791,P587,8,255.83,2025-01-28
T02740,C1623,P418,5,290.15,2025-06-01
T02741,C1222,P427,8,25.42,2025-03-16
T02742,C1577,P329,3,171.44,2025-01-19
T02743,C1336,P116,1,360.65,2025-06-13
T02744,C1642,P304,7,346.09,2025-03-05
T02745,C1631,P362,8,483.35,2025-03-28
T02746,C1815,P374,8,234.56,2025-01-08
T02747,C1825,P153,8,106.24,2025-01-18
T02748,C1823,P161,10,165.6,2025-01-02
T02749,C1882,P350,1,443.7,2025-03-22
T02750,C1012,P118,9,282.94,2025-02-14
T02751,C1234,P153,9,276.45,2025-02-11
T02752,C1521,P477,2,493.62,2025-01-13
T02753,C1390,P238,8,78.05,2025-03-17
T02754,C1509,P135,4,91.51,2025-01-06
T02755,C1354,P314,3,302.99,2025-06-05
T02756,C1822,P597,7,479.51,2025-06-14
T02757,C1809,P440,8,111.03,2025-02-15
T02758,C1029,P505,4,473.39,2025-01-15
T02759,C1445,P298,9,328.79,2025-06-04
T02760,C1924,P308,2,431.51,2025-01-15
T02761,C1258,P115,1,246.2,2025-03-20
T02762,C1863,P449,1,220.86,2025-04-10
T02763,C1455,P334,2,303.42,2025-01-26
T02764,C1823,P320,5,342.51,2025-04-28
T02765,C1404,P237,8,484.94,2025-05-12
T02766,C1394,P106,9,295.84,2025-04-20
T02767,C1795,P319,5,192.54,2025-02-16
T02768,C1474,P568,10,401.76,2025-03-13
T02769,C1327,P442,7,258.67,2025-05-05
T02770,C1719,P122,5,385.28,2025-05-15
T02771,C1131,P462,9,131.93,2025-01-03
T02772,C1897,P179,9,28.75,2025-02-12
T02773,C1699,P350,4,397.79,2025-04-27
T02774,C1770,P524,2,48.41,2025-03-17
T02775,C1487,P405,7,101.65,2025-05-16
T02776,C1328,P374,9,272.0,2025-02-12
T02777,C1230,P195,9,238.24,2025-01-20
T02778,C1807,P234,1,243.39,2025-03-22
T02779,C1685,P375,10,359.07,2025-02-25
T02780,C1363,P589,6,119.18,2025-06-20
T02781,C1927,P486,7,104.99,2025-02-12
T02782,C1291,P587,5,416.98,2025-02-06
T02783,C1691,P282,5,387.8,2025-02-19
T02784,C1491,P339,7,452.09,2025-02-19
T02785,C1494,P320,3,418.76,2025-02-03
T02786,C1052,P283,8,177.63,2025-05-14
T02787,C1068,P124,10,48.5,2025-04-28
T02788,C1620,P203,3,147.63,2025-03-28
T02789,C1677,P191,5,300.51,2025-05-02
T02790,C1439,P108,8,284.01,2025-01-22
T02791,C1288,P595,4,494.56,2025-04-20
T02792,C1099,P167,3,286.45,2025-02-27
T02793,C1543,P192,4,104.62,2025-04-12
T02794,C1722,P327,6,370.44,2025-06-17
T02795,C1064,P431,4,333.92,2025-06-11
T02796,C1672,P300,8,143.28,2025-05-09
T02797,C1577,P301,2,268.69,2025-04-30
T02798,C1909,P520,5,19.84,2025-06-08
T02799,C1012,P584,1,314.47,2025-06-11
T02800,C1990,P521,10,239.03,2025-06-11
T02801,C1028,P594,5,32.4,2025-01-16
T02802,C1753,P346,9,366.66,2025-01-13
T02803,C1956,P301,6,190.79,2025-05-08
T02804,C1857,P592,4,92.18,2025-03-25
T02805,C1305,P347,10,166.06,2025-03-08
T02806,C1856,P451,7,470.75,2025-06-06
T02807,C1160,P454,1,182.05,2025-01-31
T02808,C1272,P115,2,420.43,2025-04-12
T02809,C1197,P579,2,255.31,2025-06-09
T02810,C1440,P208,7,208.82,2025-02-19
T02811,C1915,P261,1,407.96,2025-04-23
T02812,C1898,P100,9,211.4,2025-06-28
T02813,C1071,P210,4,84.27,2025-06-05
T02814,C1675,P588,9,104.03,2025-02-28
T02815,C1052,P420,5,226.69,2025-01-21
T02816,C1633,P258,10,54.42,2025-04-24
T02817,C1319,P230,1,407.14,2025-04-14
